orderid,Customer Name,shipmode,sales,quantity,discount,profit,segment,region,state,subcategory,category,orderdate_day,orderdate_weekday,orderdate_month,orderdate_year,shipdate_day,shipdate_month,shipdate_year,preparationtime
6043,Julie Prescott,Standard Class,42.93,9,0,19.3185,Consumer,East,New York,Paper                                             ,Office Supplies,1,Freitag,4,2016,7,4,2016,6
6044,Robert Marley,First Class,4.77,1,0,2.1465,Consumer,East,Maryland,Paper                                             ,Office Supplies,14,Samstag,2,2015,15,2,2015,1
6045,Robert Marley,First Class,9.54,2,0,4.293,Consumer,Central,Kansas,Paper                                             ,Office Supplies,8,Samstag,2,2014,11,2,2014,3
6046,Brendan Sweed,Standard Class,23.85,5,0,10.7325,Corporate,West,Washington,Paper                                             ,Office Supplies,2,Mittwoch,11,2016,6,11,2016,4
6047,Sonia Cooley,First Class,30.528,8,0.2,9.54,Consumer,Central,Illinois,Paper                                             ,Office Supplies,18,Montag,5,2015,21,5,2015,3
6048,Michael Dominguez,Standard Class,3.816,1,0.2,1.1925,Consumer,East,Ohio,Paper                                             ,Office Supplies,12,Dienstag,7,2016,18,7,2016,6
6049,Muhammed Yedwab,Standard Class,279.9,5,0,137.151,Consumer,Central,Kansas,Paper                                             ,Office Supplies,29,Freitag,1,2016,2,2,2016,4
6050,Kristen Hastings,Standard Class,111.96,2,0,54.8604,Consumer,West,California,Paper                                             ,Office Supplies,18,Donnerstag,6,2015,23,6,2015,5
6051,Tracy Collins,Standard Class,167.94,3,0,82.2906,Consumer,East,New York,Paper                                             ,Office Supplies,1,Freitag,11,2013,5,11,2013,4
6052,Tracy Collins,Second Class,447.84,8,0,219.4416,Consumer,West,Utah,Paper                                             ,Office Supplies,4,Sonntag,8,2013,9,8,2013,5
6053,Tracy Collins,Standard Class,89.568,2,0.2,32.4684,Consumer,Central,Texas,Paper                                             ,Office Supplies,4,Freitag,3,2016,9,3,2016,5
6054,Craig Molinari,Standard Class,38.52,9,0,18.1044,Consumer,East,New York,Paper                                             ,Office Supplies,20,Dienstag,9,2016,26,9,2016,6
6055,Logan Haushalter,Standard Class,10.272,3,0.2,3.4668,Corporate,South,North Carolina,Paper                                             ,Office Supplies,13,Montag,4,2015,18,4,2015,5
6056,Logan Haushalter,Standard Class,21.4,5,0,10.058,Consumer,West,Washington,Paper                                             ,Office Supplies,16,Mittwoch,9,2015,21,9,2015,5
6057,Logan Haushalter,Standard Class,5.184,1,0.2,1.8144,Corporate,Central,Illinois,Paper                                             ,Office Supplies,16,Montag,2,2015,20,2,2015,4
6058,David Bremer,Standard Class,15.552,3,0.2,5.4432,Consumer,South,Florida,Paper                                             ,Office Supplies,3,Freitag,6,2016,10,6,2016,7
6059,Filia McAdams,Standard Class,10.368,2,0.2,3.6288,Corporate,Central,Texas,Paper                                             ,Office Supplies,21,Sonntag,6,2015,27,6,2015,6
6060,Quincy Jones,Same Day,10.368,2,0.2,3.6288,Consumer,Central,Illinois,Paper                                             ,Office Supplies,23,Samstag,8,2014,23,8,2014,0
6061,Patrick O'Brill,First Class,19.44,3,0,9.3312,Consumer,West,California,Paper                                             ,Office Supplies,13,Montag,4,2015,15,4,2015,2
6062,Adam Bellavance,Standard Class,11.94,3,0,5.97,Home Office,West,California,Paper                                             ,Office Supplies,27,Sonntag,3,2016,31,3,2016,4
6063,Adam Bellavance,Standard Class,6.368,2,0.2,2.388,Consumer,West,Arizona,Paper                                             ,Office Supplies,9,Freitag,9,2016,13,9,2016,4
6064,Theresa Swint,Standard Class,155.04,4,0,75.9696,Corporate,East,New York,Paper                                             ,Office Supplies,17,Sonntag,3,2013,21,3,2013,4
6065,Toby Carlisle,First Class,15.696,3,0.2,5.1012,Consumer,East,Ohio,Paper                                             ,Office Supplies,21,Samstag,11,2015,23,11,2015,2
6066,Maxwell Schwartz,Standard Class,6.54,1,0,3.0084,Home Office,South,Kentucky,Paper                                             ,Office Supplies,6,Sonntag,1,2013,10,1,2013,4
6067,Susan Vittorini,Standard Class,15.696,3,0.2,5.1012,Corporate,Central,Texas,Paper                                             ,Office Supplies,25,Montag,11,2013,30,11,2013,5
6068,Brendan Sweed,Second Class,629.1,6,0,301.968,Home Office,South,Alabama,Paper                                             ,Office Supplies,25,Sonntag,12,2016,29,12,2016,4
6069,Brendan Sweed,First Class,251.64,3,0.2,88.074,Consumer,South,Florida,Paper                                             ,Office Supplies,9,Samstag,4,2016,11,4,2016,2
6070,Bryan Spruell,Standard Class,335.52,4,0.2,117.432,Corporate,Central,Texas,Paper                                             ,Office Supplies,23,Sonntag,11,2014,27,11,2014,4
6071,Bryan Spruell,Standard Class,629.1,6,0,301.968,Home Office,Central,Wisconsin,Paper                                             ,Office Supplies,31,Sonntag,5,2015,5,6,2015,5
6072,Lauren Leatherbury,First Class,209.7,2,0,100.656,Corporate,West,California,Paper                                             ,Office Supplies,13,Samstag,9,2014,15,9,2014,2
6073,Lauren Leatherbury,Standard Class,209.7,2,0,100.656,Corporate,Central,Michigan,Paper                                             ,Office Supplies,29,Donnerstag,12,2016,4,1,2017,6
6074,Adam Hart,Second Class,314.55,3,0,150.984,Corporate,Central,Michigan,Paper                                             ,Office Supplies,28,Donnerstag,5,2015,30,5,2015,2
6075,Laurel Workman,Standard Class,104.85,1,0,50.328,Consumer,West,California,Paper                                             ,Office Supplies,5,Samstag,12,2015,10,12,2015,5
6076,Laurel Workman,Standard Class,104.85,1,0,50.328,Consumer,Central,Nebraska,Paper                                             ,Office Supplies,1,Samstag,10,2016,7,10,2016,6
6077,Neil Knudson,Standard Class,93.248,4,0.2,31.4712,Home Office,South,Florida,Paper                                             ,Office Supplies,6,Mittwoch,5,2015,10,5,2015,4
6078,Neil Knudson,Second Class,59.94,3,0,28.1718,Home Office,East,Massachusetts,Paper                                             ,Office Supplies,27,Donnerstag,11,2014,29,11,2014,2
6079,Vivek Sundaresam,Standard Class,47.952,3,0.2,16.1838,Consumer,South,North Carolina,Paper                                             ,Office Supplies,6,Sonntag,4,2014,10,4,2014,4
6080,Giulietta Weimer,Second Class,19.98,1,0,9.3906,Consumer,West,California,Paper                                             ,Office Supplies,24,Mittwoch,6,2015,26,6,2015,2
6081,Matthew Grinstein,Standard Class,143.856,9,0.2,48.5514,Consumer,Central,Illinois,Paper                                             ,Office Supplies,9,Freitag,12,2016,16,12,2016,7
6082,Dorothy Wardle,Standard Class,143.856,9,0.2,48.5514,Consumer,South,Tennessee,Paper                                             ,Office Supplies,3,Sonntag,11,2013,8,11,2013,5
6083,Dorothy Wardle,Standard Class,39.96,2,0,18.7812,Consumer,South,Arkansas,Paper                                             ,Office Supplies,20,Donnerstag,10,2016,27,10,2016,7
6084,Dorothy Wardle,Standard Class,39.96,2,0,18.7812,Consumer,East,New York,Paper                                             ,Office Supplies,3,Samstag,8,2013,8,8,2013,5
6085,Maxwell Schwartz,First Class,47.952,3,0.2,16.1838,Consumer,Central,Texas,Paper                                             ,Office Supplies,25,Mittwoch,6,2014,28,6,2014,3
6086,Maxwell Schwartz,Standard Class,245.94,6,0,120.5106,Consumer,South,Mississippi,Paper                                             ,Office Supplies,20,Montag,7,2015,26,7,2015,6
6087,Sally Knutson,Standard Class,40.99,1,0,20.0851,Corporate,East,New York,Paper                                             ,Office Supplies,6,Donnerstag,10,2016,11,10,2016,5
6088,Linda Southworth,Standard Class,163.96,5,0.2,59.4355,Consumer,South,Tennessee,Paper                                             ,Office Supplies,15,Donnerstag,9,2016,20,9,2016,5
6089,Matt Collister,Standard Class,98.376,3,0.2,35.6613,Corporate,East,Ohio,Paper                                             ,Office Supplies,5,Donnerstag,12,2013,9,12,2013,4
6090,Matt Collister,Standard Class,262.336,8,0.2,95.0968,Consumer,Central,Texas,Paper                                             ,Office Supplies,11,Montag,11,2013,15,11,2013,4
6091,Marc Harrigan,Standard Class,286.93,7,0,140.5957,Home Office,West,California,Paper                                             ,Office Supplies,6,Sonntag,3,2016,10,3,2016,4
6092,Bobby Elias,Second Class,40.99,1,0,20.0851,Consumer,East,Massachusetts,Paper                                             ,Office Supplies,1,Dienstag,11,2016,4,11,2016,3
6093,Bobby Elias,Standard Class,65.584,2,0.2,23.7742,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,9,Samstag,4,2016,14,4,2016,5
6094,Liz Willingham,Standard Class,81.98,2,0,40.1702,Home Office,West,California,Paper                                             ,Office Supplies,26,Dienstag,11,2013,1,12,2013,5
6095,Sara Luxemburg,Second Class,65.584,2,0.2,23.7742,Home Office,Central,Illinois,Paper                                             ,Office Supplies,4,Donnerstag,2,2016,8,2,2016,4
6096,Sara Luxemburg,First Class,81.98,2,0,40.1702,Home Office,East,New York,Paper                                             ,Office Supplies,15,Donnerstag,1,2015,17,1,2015,2
6097,Susan Vittorini,Standard Class,61.96,2,0,27.882,Consumer,East,Connecticut,Paper                                             ,Office Supplies,20,Sonntag,3,2016,24,3,2016,4
6098,John Dryer,Standard Class,74.352,3,0.2,23.235,Corporate,South,Florida,Paper                                             ,Office Supplies,26,Mittwoch,3,2014,31,3,2014,5
6099,Julia Dunbar,Standard Class,223.056,9,0.2,69.705,Consumer,West,Colorado,Paper                                             ,Office Supplies,23,Freitag,8,2013,27,8,2013,4
6100,Julia Dunbar,Standard Class,92.94,3,0,41.823,Consumer,West,Utah,Paper                                             ,Office Supplies,8,Samstag,11,2014,14,11,2014,6
6101,Julia Dunbar,Standard Class,123.92,4,0,55.764,Consumer,West,Washington,Paper                                             ,Office Supplies,11,Freitag,12,2015,18,12,2015,7
6102,Vivian Mathis,Standard Class,154.9,5,0,69.705,Consumer,South,Virginia,Paper                                             ,Office Supplies,27,Samstag,9,2014,2,10,2014,5
6103,Jamie Kunitz,Second Class,173.488,7,0.2,54.215,Corporate,Central,Illinois,Paper                                             ,Office Supplies,31,Samstag,5,2014,5,6,2014,5
6104,Lycoris Saunders,First Class,74.352,3,0.2,23.235,Corporate,South,North Carolina,Paper                                             ,Office Supplies,14,Mittwoch,9,2016,17,9,2016,3
6105,Fred Wasserman,Standard Class,123.92,5,0.2,38.725,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,25,Donnerstag,2,2016,29,2,2016,4
6106,James Lanier,Same Day,310.688,7,0.2,108.7408,Consumer,South,North Carolina,Paper                                             ,Office Supplies,30,Sonntag,6,2013,30,6,2013,0
6107,James Lanier,Standard Class,166.44,3,0,79.8912,Consumer,East,New Jersey,Paper                                             ,Office Supplies,21,Mittwoch,12,2016,28,12,2016,7
6108,Sarah Brown,Standard Class,110.96,2,0,53.2608,Consumer,West,California,Paper                                             ,Office Supplies,5,Montag,8,2013,9,8,2013,4
6109,Brenda Bowman,Second Class,166.44,3,0,79.8912,Corporate,East,Massachusetts,Paper                                             ,Office Supplies,9,Montag,9,2013,12,9,2013,3
6110,Larry Tron,Standard Class,110.96,2,0,53.2608,Home Office,West,California,Paper                                             ,Office Supplies,27,Sonntag,3,2016,31,3,2016,4
6111,Tonja Turnell,Standard Class,85.056,3,0.2,28.7064,Consumer,West,Colorado,Paper                                             ,Office Supplies,11,Donnerstag,12,2014,16,12,2014,5
6112,Tonja Turnell,Standard Class,15.552,3,0.2,5.4432,Consumer,Central,Texas,Paper                                             ,Office Supplies,20,Donnerstag,6,2013,24,6,2013,4
6113,Matthew Grinstein,Standard Class,12.96,2,0,6.2208,Corporate,South,Georgia,Paper                                             ,Office Supplies,20,Sonntag,4,2014,25,4,2014,5
6114,Matthew Grinstein,Second Class,5.184,1,0.2,1.8144,Home Office,Central,Illinois,Paper                                             ,Office Supplies,4,Donnerstag,2,2016,8,2,2016,4
6115,Damala Kotsonis,Standard Class,25.92,4,0,12.4416,Consumer,West,California,Paper                                             ,Office Supplies,3,Dienstag,5,2016,7,5,2016,4
6116,Damala Kotsonis,Second Class,25.92,5,0.2,9.072,Consumer,South,Tennessee,Paper                                             ,Office Supplies,27,Freitag,5,2016,29,5,2016,2
6117,Damala Kotsonis,Standard Class,15.552,3,0.2,5.4432,Consumer,West,Oregon,Paper                                             ,Office Supplies,26,Dienstag,11,2013,2,12,2013,6
6118,Doug Bickford,Standard Class,10.368,2,0.2,3.6288,Corporate,Central,Texas,Paper                                             ,Office Supplies,24,Freitag,10,2014,30,10,2014,6
6119,Fred Wasserman,Standard Class,10.368,2,0.2,3.6288,Home Office,South,North Carolina,Paper                                             ,Office Supplies,27,Sonntag,10,2013,1,11,2013,5
6120,Greg Tran,Second Class,15.552,3,0.2,5.4432,Home Office,East,Ohio,Paper                                             ,Office Supplies,11,Sonntag,1,2015,13,1,2015,2
6121,Max Jones,Standard Class,17.94,3,0,8.7906,Consumer,West,Washington,Paper                                             ,Office Supplies,18,Samstag,10,2014,22,10,2014,4
6122,Rick Reed,Standard Class,17.94,3,0,8.7906,Corporate,East,New York,Paper                                             ,Office Supplies,14,Sonntag,2,2016,18,2,2016,4
6123,Rick Reed,Second Class,29.9,5,0,14.651,Home Office,East,New Hampshire,Paper                                             ,Office Supplies,19,Freitag,12,2014,24,12,2014,5
6124,Luke Schmidt,Standard Class,11.96,2,0,5.8604,Consumer,West,California,Paper                                             ,Office Supplies,17,Donnerstag,4,2014,21,4,2014,4
6125,Susan Vittorini,Standard Class,41.86,7,0,20.5114,Consumer,East,New York,Paper                                             ,Office Supplies,6,Samstag,12,2014,10,12,2014,4
6126,Anemone Ratner,Standard Class,19.136,4,0.2,6.9368,Consumer,Central,Illinois,Paper                                             ,Office Supplies,14,Montag,10,2013,20,10,2013,6
6127,Anemone Ratner,First Class,8.448,2,0.2,2.64,Consumer,East,Pennsylvania,Paper                                             ,Office Supplies,21,Montag,11,2016,24,11,2016,3
6128,Anemone Ratner,Standard Class,8.448,2,0.2,2.64,Corporate,Central,Texas,Paper                                             ,Office Supplies,27,Donnerstag,10,2016,3,11,2016,7
6129,Doug Bickford,Standard Class,10.56,2,0,4.752,Consumer,Central,Michigan,Paper                                             ,Office Supplies,30,Mittwoch,1,2013,4,2,2013,5
6130,Damala Kotsonis,Second Class,8.448,2,0.2,2.64,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,12,Samstag,9,2015,14,9,2015,2
6131,John Lee,Standard Class,10.56,2,0,4.752,Corporate,West,California,Paper                                             ,Office Supplies,14,Donnerstag,3,2013,18,3,2013,4
6132,Cari MacIntyre,Second Class,26.4,5,0,11.88,Corporate,South,Kentucky,Paper                                             ,Office Supplies,3,Donnerstag,11,2016,5,11,2016,2
6133,Cari MacIntyre,Standard Class,42.24,10,0.2,13.2,Corporate,South,Florida,Paper                                             ,Office Supplies,8,Sonntag,6,2014,12,6,2014,4
6134,Cari MacIntyre,First Class,8.448,2,0.2,2.64,Home Office,Central,Illinois,Paper                                             ,Office Supplies,14,Donnerstag,3,2013,17,3,2013,3
6135,Maria Bertelson,Second Class,5.98,1,0,2.9302,Consumer,West,California,Paper                                             ,Office Supplies,29,Sonntag,3,2015,1,4,2015,3
6136,Ed Braxton,Standard Class,23.92,4,0,11.7208,Corporate,South,Alabama,Paper                                             ,Office Supplies,27,Freitag,12,2013,3,1,2014,7
6137,Astrea Jones,Standard Class,19.44,3,0,9.3312,Home Office,West,New Mexico,Paper                                             ,Office Supplies,16,Donnerstag,6,2016,21,6,2016,5
6138,Michelle Huthwaite,First Class,25.92,4,0,12.4416,Consumer,East,New Jersey,Paper                                             ,Office Supplies,28,Samstag,11,2015,1,12,2015,3
6139,Michelle Huthwaite,Second Class,56.07,7,0,25.2315,Consumer,Central,Michigan,Paper                                             ,Office Supplies,17,Sonntag,1,2016,19,1,2016,2
6140,Michelle Huthwaite,Standard Class,32.04,4,0,14.418,Corporate,West,California,Paper                                             ,Office Supplies,10,Sonntag,5,2015,15,5,2015,5
6141,Michelle Huthwaite,Second Class,7.3,2,0,3.431,Corporate,East,Delaware,Paper                                             ,Office Supplies,7,Freitag,11,2014,10,11,2014,3
6142,Michelle Huthwaite,Standard Class,10.95,3,0,5.1465,Corporate,East,Massachusetts,Paper                                             ,Office Supplies,26,Mittwoch,11,2014,30,11,2014,4
6143,Nick Crebassa,First Class,191.6,4,0,91.968,Home Office,East,New York,Paper                                             ,Office Supplies,9,Samstag,4,2016,11,4,2016,2
6144,Nick Crebassa,Second Class,116.28,3,0,56.9772,Corporate,Central,Nebraska,Paper                                             ,Office Supplies,19,Freitag,12,2014,21,12,2014,2
6145,Nick Crebassa,First Class,186.048,6,0.2,67.4424,Consumer,Central,Illinois,Paper                                             ,Office Supplies,30,Mittwoch,12,2015,31,12,2015,1
6146,Jill Matthias,Second Class,93.024,3,0.2,33.7212,Home Office,West,Arizona,Paper                                             ,Office Supplies,3,Samstag,8,2013,5,8,2013,2
6147,Anna Andreadi,Second Class,77.52,2,0,37.9848,Consumer,East,New York,Paper                                             ,Office Supplies,29,Sonntag,9,2013,3,10,2013,4
6148,Barry Gonzalez,Standard Class,124.032,4,0.2,44.9616,Consumer,Central,Illinois,Paper                                             ,Office Supplies,22,Sonntag,12,2013,29,12,2013,7
6149,Barry Gonzalez,Standard Class,217.056,7,0.2,78.6828,Home Office,East,Pennsylvania,Paper                                             ,Office Supplies,14,Samstag,11,2015,18,11,2015,4
6150,Bart Folk,Same Day,348.84,9,0,170.9316,Home Office,South,Georgia,Paper                                             ,Office Supplies,5,Donnerstag,2,2015,5,2,2015,0
6151,Rachel Payne,Second Class,116.28,3,0,56.9772,Corporate,West,California,Paper                                             ,Office Supplies,27,Samstag,8,2016,29,8,2016,2
6152,Sung Shariari,Standard Class,45.36,7,0,21.7728,Consumer,West,California,Paper                                             ,Office Supplies,27,Mittwoch,5,2015,1,6,2015,5
6153,Saphhira Shifley,Standard Class,20.736,4,0.2,7.2576,Home Office,East,Pennsylvania,Paper                                             ,Office Supplies,4,Samstag,10,2014,9,10,2014,5
6154,Stephanie Ulpright,Standard Class,12.96,2,0,6.2208,Corporate,Central,Michigan,Paper                                             ,Office Supplies,9,Freitag,12,2016,13,12,2016,4
6155,Jennifer Patt,Standard Class,106.232,7,0.2,37.1812,Consumer,West,Arizona,Paper                                             ,Office Supplies,24,Mittwoch,12,2014,29,12,2014,5
6156,Jennifer Patt,Standard Class,37.94,2,0,18.2112,Corporate,East,New York,Paper                                             ,Office Supplies,14,Mittwoch,10,2015,21,10,2015,7
6157,Harold Ryan,Standard Class,37.94,2,0,18.2112,Corporate,West,Washington,Paper                                             ,Office Supplies,24,Donnerstag,12,2015,31,12,2015,7
6158,Joel Eaton,Standard Class,37.94,2,0,18.2112,Home Office,West,Idaho,Paper                                             ,Office Supplies,6,Donnerstag,10,2016,11,10,2016,5
6159,Joel Eaton,Second Class,45.528,3,0.2,15.9348,Consumer,South,Florida,Paper                                             ,Office Supplies,23,Montag,12,2013,27,12,2013,4
6160,William Brown,Standard Class,94.85,5,0,45.528,Corporate,East,New Jersey,Paper                                             ,Office Supplies,2,Donnerstag,10,2014,8,10,2014,6
6161,William Brown,Second Class,45.528,3,0.2,15.9348,Home Office,Central,Illinois,Paper                                             ,Office Supplies,30,Montag,3,2015,3,4,2015,4
6162,Amy Hunt,First Class,6.72,2,0.2,2.436,Corporate,East,Pennsylvania,Paper                                             ,Office Supplies,3,Donnerstag,7,2014,5,7,2014,2
6163,Amy Hunt,Standard Class,26.88,8,0.2,9.744,Consumer,Central,Texas,Paper                                             ,Office Supplies,3,Donnerstag,3,2016,7,3,2016,4
6164,Amy Hunt,Second Class,8.4,2,0,4.116,Home Office,East,Rhode Island,Paper                                             ,Office Supplies,2,Samstag,8,2014,5,8,2014,3
6165,Tim Taslimi,Second Class,12.6,3,0,6.174,Consumer,West,California,Paper                                             ,Office Supplies,25,Donnerstag,12,2014,30,12,2014,5
6166,Tom Boeckenhauer,Standard Class,143.7,3,0,68.976,Consumer,East,New Jersey,Paper                                             ,Office Supplies,6,Donnerstag,10,2016,11,10,2016,5
6167,Odella Nelson,First Class,143.7,3,0,68.976,Consumer,East,New York,Paper                                             ,Office Supplies,9,Samstag,8,2014,12,8,2014,3
6168,Laurel Elliston,Same Day,47.9,1,0,22.992,Home Office,West,California,Paper                                             ,Office Supplies,2,Mittwoch,12,2015,2,12,2015,0
6169,Laurel Elliston,Standard Class,239.5,5,0,114.96,Consumer,South,Arkansas,Paper                                             ,Office Supplies,5,Samstag,9,2015,10,9,2015,5
6170,Laurel Elliston,Standard Class,76.64,2,0.2,26.824,Consumer,Central,Texas,Paper                                             ,Office Supplies,7,Freitag,11,2014,13,11,2014,6
6171,Laurel Elliston,First Class,73.68,6,0,34.6296,Consumer,West,Washington,Paper                                             ,Office Supplies,16,Mittwoch,11,2016,19,11,2016,3
6172,Laurel Elliston,Standard Class,49.12,4,0,23.0864,Consumer,West,California,Paper                                             ,Office Supplies,5,Donnerstag,12,2013,10,12,2013,5
6173,Laurel Elliston,Second Class,61.4,5,0,28.858,Consumer,West,California,Paper                                             ,Office Supplies,11,Mittwoch,11,2015,14,11,2015,3
6174,Michael Kennedy,Second Class,24.56,2,0,11.5432,Consumer,South,Kentucky,Paper                                             ,Office Supplies,5,Sonntag,5,2013,9,5,2013,4
6175,Lindsay Castell,Second Class,85.96,7,0,40.4012,Corporate,South,South Carolina,Paper                                             ,Office Supplies,28,Donnerstag,11,2013,1,12,2013,3
6176,Claudia Miner,Second Class,19.92,4,0,9.7608,Consumer,West,California,Paper                                             ,Office Supplies,18,Donnerstag,9,2014,22,9,2014,4
6177,Claudia Miner,Second Class,90.24,6,0,41.5104,Consumer,West,California,Paper                                             ,Office Supplies,13,Freitag,12,2013,15,12,2013,2
6178,Rick Bensley,Standard Class,96.256,8,0.2,31.2832,Corporate,South,North Carolina,Paper                                             ,Office Supplies,28,Samstag,9,2013,3,10,2013,5
6179,Christine Sundaresam,Second Class,60.12,9,0,28.8576,Corporate,South,South Carolina,Paper                                             ,Office Supplies,17,Freitag,7,2015,21,7,2015,4
6180,Carlos Meador,Standard Class,26.72,5,0.2,9.352,Consumer,Central,Illinois,Paper                                             ,Office Supplies,28,Sonntag,8,2016,1,9,2016,4
6181,Grant Thornton,Standard Class,65.79,9,0,30.2634,Corporate,West,California,Paper                                             ,Office Supplies,21,Montag,9,2015,25,9,2015,4
6182,Grant Thornton,Standard Class,21.93,3,0,10.0878,Consumer,Central,Missouri,Paper                                             ,Office Supplies,18,Samstag,7,2015,23,7,2015,5
6183,Corey Catlett,Standard Class,14.62,2,0,6.7252,Consumer,East,New York,Paper                                             ,Office Supplies,15,Dienstag,12,2015,20,12,2015,5
6184,Corey Catlett,Standard Class,14.62,2,0,6.7252,Consumer,East,New York,Paper                                             ,Office Supplies,25,Samstag,5,2013,29,5,2013,4
6185,Corey Catlett,Second Class,109.92,2,0,53.8608,Consumer,South,Arkansas,Paper                                             ,Office Supplies,2,Samstag,5,2015,5,5,2015,3
6186,Deborah Brumfield,Standard Class,274.8,5,0,134.652,Consumer,East,Connecticut,Paper                                             ,Office Supplies,9,Samstag,7,2016,15,7,2016,6
6187,Jill Matthias,Second Class,219.84,5,0.2,79.692,Consumer,Central,Texas,Paper                                             ,Office Supplies,15,Mittwoch,7,2015,19,7,2015,4
6188,Mick Hernandez,Standard Class,131.904,3,0.2,47.8152,Corporate,West,Oregon,Paper                                             ,Office Supplies,26,Sonntag,10,2014,1,11,2014,6
6189,Melanie Page,First Class,219.84,4,0,107.7216,Consumer,West,California,Paper                                             ,Office Supplies,18,Donnerstag,6,2015,20,6,2015,2
6190,Melanie Page,Standard Class,44.75,5,0,20.585,Consumer,Central,Iowa,Paper                                             ,Office Supplies,26,Montag,12,2016,1,1,2017,6
6191,Melanie Page,Standard Class,44.75,5,0,20.585,Corporate,East,Maryland,Paper                                             ,Office Supplies,10,Mittwoch,12,2014,16,12,2014,6
6192,Melanie Page,Standard Class,71.6,8,0,32.936,Home Office,West,Utah,Paper                                             ,Office Supplies,16,Freitag,10,2015,22,10,2015,6
6193,Melanie Page,Second Class,62.65,7,0,28.819,Consumer,West,California,Paper                                             ,Office Supplies,9,Samstag,11,2013,11,11,2013,2
6194,Dorris Love,Standard Class,44.75,5,0,20.585,Consumer,East,New York,Paper                                             ,Office Supplies,20,Freitag,11,2015,26,11,2015,6
6195,Michael Oakman,Second Class,15.936,4,0.2,5.7768,Consumer,East,Ohio,Paper                                             ,Office Supplies,18,Samstag,5,2013,20,5,2013,2
6196,Michael Oakman,Second Class,27.888,7,0.2,10.1094,Corporate,South,Tennessee,Paper                                             ,Office Supplies,19,Donnerstag,5,2016,24,5,2016,5
6197,Valerie Dominguez,Second Class,35.856,9,0.2,12.9978,Consumer,Central,Illinois,Paper                                             ,Office Supplies,12,Freitag,7,2013,15,7,2013,3
6198,Anne Pryor,Standard Class,9.96,2,0,4.8804,Home Office,West,California,Paper                                             ,Office Supplies,25,Donnerstag,12,2014,29,12,2014,4
6199,Chloris Kastensmidt,Second Class,3.984,1,0.2,1.4442,Consumer,Central,Texas,Paper                                             ,Office Supplies,18,Samstag,5,2013,22,5,2013,4
6200,Tamara Manning,Second Class,7.968,2,0.2,2.8884,Home Office,East,Pennsylvania,Paper                                             ,Office Supplies,29,Dienstag,4,2014,4,5,2014,5
6201,Tamara Manning,Standard Class,4.98,1,0,2.4402,Home Office,South,Alabama,Paper                                             ,Office Supplies,24,Sonntag,5,2015,28,5,2015,4
6202,Tamara Manning,Standard Class,7.968,2,0.2,2.8884,Consumer,Central,Texas,Paper                                             ,Office Supplies,6,Sonntag,4,2014,10,4,2014,4
6203,Carl Weiss,Standard Class,32.4,5,0,15.552,Consumer,South,Virginia,Paper                                             ,Office Supplies,20,Montag,6,2016,27,6,2016,7
6204,Anne Pryor,Standard Class,15.552,3,0.2,5.4432,Corporate,West,Arizona,Paper                                             ,Office Supplies,28,Samstag,5,2016,2,6,2016,5
6205,Anne Pryor,First Class,20.736,4,0.2,7.2576,Corporate,Central,Texas,Paper                                             ,Office Supplies,21,Donnerstag,4,2016,23,4,2016,2
6206,Chris Cortes,First Class,12.96,2,0,6.2208,Consumer,South,Arkansas,Paper                                             ,Office Supplies,7,Sonntag,6,2015,8,6,2015,1
6207,Harold Dahlen,Second Class,45.36,7,0,21.7728,Home Office,West,New Mexico,Paper                                             ,Office Supplies,13,Sonntag,3,2016,18,3,2016,5
6208,Dan Campbell,Standard Class,42.28,7,0,19.8716,Consumer,East,Delaware,Paper                                             ,Office Supplies,13,Donnerstag,11,2014,19,11,2014,6
6209,Dan Campbell,Standard Class,9.664,2,0.2,3.2616,Home Office,Central,Illinois,Paper                                             ,Office Supplies,19,Sonntag,4,2015,24,4,2015,5
6210,Dan Campbell,Second Class,4.832,1,0.2,1.6308,Consumer,Central,Texas,Paper                                             ,Office Supplies,21,Dienstag,5,2013,23,5,2013,2
6211,Dan Campbell,Standard Class,14.496,3,0.2,4.8924,Consumer,South,Florida,Paper                                             ,Office Supplies,19,Mittwoch,3,2014,24,3,2014,5
6212,John Lee,Standard Class,9.664,2,0.2,3.2616,Home Office,South,Tennessee,Paper                                             ,Office Supplies,4,Freitag,11,2016,11,11,2016,7
6213,John Lee,First Class,32.4,5,0,15.552,Consumer,East,New York,Paper                                             ,Office Supplies,18,Donnerstag,6,2015,19,6,2015,1
6214,Maris LaWare,Standard Class,10.368,2,0.2,3.6288,Consumer,West,Oregon,Paper                                             ,Office Supplies,8,Sonntag,12,2013,13,12,2013,5
6215,Shaun Chance,Standard Class,6.48,1,0,3.1104,Consumer,Central,Oklahoma,Paper                                             ,Office Supplies,25,Freitag,9,2015,1,10,2015,6
6216,Nathan Cano,Second Class,71.28,11,0,34.2144,Consumer,South,Virginia,Paper                                             ,Office Supplies,19,Freitag,4,2013,23,4,2013,4
6217,Keith Herrera,Second Class,5.88,1,0.2,1.9845,Home Office,East,Pennsylvania,Paper                                             ,Office Supplies,19,Dienstag,11,2013,22,11,2013,3
